A		3.84615385
B		5.76923077
C		1.92307692
D		0.96153846
E		0.96153846
F		0
G		2.88461538
H		0
I		6.73076923
J		3.84615385
K		2.88461538
L		3.84615385
M		18.26923077
N		0.96153846
O		3.84615385
P		4.80769231
Q		4.80769231
R		0
S		0
T		7.69230769
U		0.96153846
V		6.73076923
W		8.65384615
X		3.84615385
Y		0
Z		5.76923077
